name,ac_1,ac_2,prop_1,prop_2,prop_diff_squared,similarity,smiles_1,smiles_2
CHEMBL238_Ki_fp,227,807,0.04523105643275982,0.9878384893447685,0.8885087725809667,0.2328767123287671,COc1cc(C(=O)O)cc2sc(N3C4CCC3CC(OCc3c(-c5ccccc5OC(F)(F)F)noc3C3CC3)C4)nc12,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]1C[C@H]3O
CHEMBL238_Ki_fp,498,259,1.0,0.0,1.0,0.14285714285714285,O=C(O)c1cc(F)c2nc(N3C4CCC3CC(OCc3c(-c5ccccc5C(F)(F)F)noc3C3CC3)C4)sc2c1,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]1C[C@H]3O
CHEMBL238_Ki_fp,784,85,0.05616091704738517,0.9907990520437648,0.8735484433895107,0.18292682926829268,CC(C)OC(=O)C1=CN(C(=O)c2cccc(F)c2)CC(C)(C)c2cc(C#N)[nH]c21,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]1C[C@H]3O
CHEMBL238_Ki_fp,51,391,0.9991310551608853,0.029585171803949425,0.940019219934381,0.2054794520547945,CC(C)(C)c1ccc(C(=O)NCc2ccc(SC(F)(F)F)cc2)cc1,CC(C)(C)c1ccc(C(=O)NCc2ccc(CC(=O)O)cc2)cc1
CHEMBL238_Ki_fp,219,807,0.056892117375665296,0.9878384893447685,0.8666611474824355,0.1643835616438356,COc1ccc(CNc2c(-c3cc(Cl)ccn3)nc3ccc(Cl)cn23)cc1,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]1C[C@H]3O
CHEMBL238_Ki_fp,444,391,1.0,0.029585171803949425,0.9417049387827703,0.2413793103448276,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2C)c(Cl)c1,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1cccc(C(=O)O)c1
CHEMBL228_Ki_fp,369,1600,0.0,0.978655803050389,0.9577671808442014,0.3392857142857143,COc1ccc(C(=O)Nc2ccccn2)cc1,COc1ccc(C#N)c(CNC(=O)Cn2c(Cl)cnc(NCCc3ccccn3)c2=O)c1
CHEMBL228_Ki_fp,314,455,0.010365238937961738,0.99148880583322,0.962603453517274,0.2222222222222222,NC(=O)c1ccc(Cl)s1,C/C(=C\S(=O)(=O)N[C@H]1CCN([C@@H](C)C(=O)N2CCOCC2)C1=O)c1ccc(Cl)s1
CHEMBL228_Ki_fp,121,105,0.011889402292453208,0.99148880583322,0.9596149914174261,0.48148148148148145,N=C(N)c1cccc(CNC(=O)c2cc3cc(N)ccc3n2Cc2cccc(C(=N)N)c2)c1,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CCCCN)NS(=O)(=O)Cc2ccccc2)cc1
CHEMBL228_Ki_fp,671,1655,0.029187704684859112,0.9982316263983954,0.93904612220995,0.24,NCc1ccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)NCc2ccccc2)cc1,NCc1ccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCC2)cc1
CHEMBL228_Ki_fp,542,1592,0.03379435429470272,1.0,0.9335533497927907,0.2608695652173913,N=C(N)c1cccc(C(=N)Nc2cccc3ccccc23)c1,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CCCCN)NS(=O)(=O)Cc2ccccc2)cc1
CHEMBL228_Ki_fp,342,1418,0.03743975631105003,1.0,0.926522222730531,0.13333333333333333,Nc1[nH]ccc2nc(-c3cccc(-c4cccc(CNC(=O)[C@@H](O)Cc5ccccc5)c4)c3O)cc1-2,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1CC(=O)NCc1ccccc1-n1cncn1
CHEMBL228_Ki_fp,1473,88,0.039891651271028075,0.9765708846432594,0.8773679862307904,0.22058823529411764,O=C(NCc1cccc(-c2cccc(-c3cc4c[nH]ccc-4n3)c2O)c1)[C@@H](O)Cc1ccccc1,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1CC(=O)NCc1ccccc1-n1cncn1
CHEMBL228_Ki_fp,6,696,0.06564540848975696,1.0,0.8730185026762733,0.14545454545454545,N=C(N)c1ccc(CC(=O)N2CCN(C(=O)O[C@H]3CCC[C@@H](OC(=O)N4CCN(C(=O)NCCC5CCNCC5)CC4)CCC3)CC2)cc1,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CCCCN)NS(=O)(=O)Cc2ccccc2)cc1
CHEMBL228_Ki_fp,364,1124,0.07364776966332816,1.0,0.8581284546497262,0.171875,O=C(NCc1cccc(Cl)c1)[C@@H]1CCCN1C(=O)CCC1CCCC1,NCc1ccc(Cl)cc1CNC(=O)[C@@H]1CCCN1C(=O)CNS(=O)(=O)Cc1ccccc1
CHEMBL228_Ki_fp,109,105,0.07448890569723193,0.99148880583322,0.8408888168494121,0.48214285714285715,N=C(N)c1ccc2[nH]c(-c3cccc(-c4cc(CNC(N)=O)ccc4O)c3O)nc2c1,N=C(N)c1ccc2[nH]c(-c3cc(Cl)cc(-c4cccc(N)c4)c3O)nc2c1
CHEMBL219_Ki_fp,894,362,0.0,0.964893685191662,0.931019823722746,0.26666666666666666,Nc1cc2nc(-c3ccccc3)cn2cn1,Cn1ncc(NC(=O)c2nc(-c3ccccc3)ccc2N)c1N1CCC(N)CC1
CHEMBL219_Ki_fp,1830,863,0.07265701667645166,0.9804389848047581,0.8240681016589014,0.4032258064516129,O=C(O)c1csc2c1NCCNC2=O,Cn1ccc(-c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)cc1=O
CHEMBL219_Ki_fp,1568,1728,0.08130254235617435,0.9979781890519289,0.8402942412450798,0.1595744680851064,CNC(=O)c1cc(-c2ccccc2)[nH]n1,Cn1ncc(NC(=O)c2nc(-c3ccccc3)ccc2N)c1N1CCC(N)CC1
CHEMBL219_Ki_fp,492,97,0.11959743034234054,0.9024880152566129,0.612917667947412,0.5769230769230769,CC(=O)c1ccccc1-c1ncnc2[nH]ccc12,COc1ncccc1-c1nc(C(=O)Nc2cnn(C)c2N2CCC[C@H](N)CC2)c(N)s1
CHEMBL219_Ki_fp,1531,1524,0.14108514127119753,0.9196769217667802,0.6062051606552818,0.5,O=C(Nc1ccccc1)Nc1ccccn1,COC1CCN(c2c(NC(=O)c3nc(-c4ccccn4)sc3N)cnn2C)CCC1N
CHEMBL219_Ki_fp,270,944,0.15419326159620841,0.999118976240928,0.7138994632678902,0.2891566265060241,c1ccc2c(c1)Cc1c[nH]nc1-2,Fc1ccccc1-c1n[nH]c2cnc(-c3cnccc3OCC3CCCNC3)cc12
CHEMBL219_Ki_fp,895,1550,0.15141013492056363,0.999118976240928,0.7186102796527145,0.25,c1ccc(C2Cc3cn[nH]c3C2)cc1,NCC1CCN(c2cncc(-c3n[nH]c4cnc(-c5cccnc5)cc34)c2)CC1
CHEMBL219_Ki_fp,1583,1728,0.15224175254657243,0.9979781890519289,0.715270120032779,0.2222222222222222,O=C1NS(=O)(=O)c2ccc(Cl)cc21,O=c1[nH]c(CNc2cccc(O)c2)nc2c1sc1ccc(Cl)cc12
CHEMBL219_Ki_fp,367,1550,0.15141013492056363,0.999118976240928,0.7186102796527145,0.2878787878787879,NC(=O)c1cc(-c2cccs2)n2nccc2n1,NC(=O)c1cc(Cl)c2c(Cl)c(C#CC3CNCCO3)n([C@H]3CCCNC3)c2n1
CHEMBL219_Ki_fp,1843,75,0.16374404515717517,0.98401748685157,0.6728485191491674,0.32558139534883723,Nc1ncnc2c1C(=O)Nc1ccccc1N2,Cn1ncc(NC(=O)c2nc(-c3c(F)cccc3F)sc2N)c1N1CCNCCC1=O
CHEMBL214_Ki_fp,1843,1658,0.005935927554605892,0.9678276827307959,0.9252357486759321,0.4,O=C1c2ccccc2C(=O)N1CCCCN1CCN(c2ccc3cc([N+](=O)[O-])ccc3n2)CC1,Nn1c(CCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2c(c1=O)CCCC2
CHEMBL214_Ki_fp,1080,2310,0.0,0.9725088699476754,0.9457735021269044,0.1836734693877551,CNCC(O)c1ccc(O)cc1,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O
CHEMBL214_Ki_fp,2807,1934,0.016308958876722297,0.801172161132019,0.6160102462544388,0.6363636363636364,O=S(=O)(NC1CCN(CCOc2ccc(Br)cc2)CC1)c1ccccc1,O=S(=O)(NC1CCN(CCOc2ccccc2)C1)c1ccc(F)cc1
CHEMBL214_Ki_fp,2776,211,0.017346903146564313,0.9835016404375305,0.933454976389776,0.2857142857142857,O=C1Nc2ccccc2C12CCN(CCN1CCC(c3ccc(F)cc3)CC1)C2,O=C1CC2(CCCC2)CC(=O)N1CCN1CCN(c2ccccc2C2CC2)CC1
CHEMBL214_Ki_fp,2780,198,0.02415607917939618,0.9947272203328745,0.9420083400399654,0.2857142857142857,O=C(c1ccc(Cl)cc1)N1CCN(CCN2CCC3(C2)C(=O)Nc2ccccc23)CC1,O=C1CC2(CCCC2)CCN1CCN1CCN(c2ccccc2Cl)CC1
CHEMBL214_Ki_fp,2726,1412,0.0371226558821361,0.9895868832474572,0.9071881044106185,0.2361111111111111,CCC1(C)CC(CCNCc2ccccc2)(c2ccc(C)cc2)CCO1,CCOc1ccccc1OCCNCC1COC(c2ccccc2)(c2ccccc2)O1
CHEMBL214_Ki_fp,2806,1934,0.04505935365026685,0.801172161132019,0.5717065776379372,0.6363636363636364,O=S(=O)(NC1CCN(CCOc2ccc(Cl)cc2)CC1)c1ccccc1,O=S(=O)(NC1CCN(CCOc2ccccc2)C1)c1ccc(F)cc1
CHEMBL214_Ki_fp,1078,1666,0.050639883996972404,1.0,0.9012846298572823,0.2077922077922078,C[n+]1c2n(c(=O)c3ccccc31)CCc1c-2[nH]c2ccccc12,Cc1ccc2c(N3CCN(CCc4c(C)ccc5[nH]c(=O)ccc45)CC3)cccc2n1
CHEMBL214_Ki_fp,2727,1416,0.04865100285635044,0.9979422936108828,0.9011539547024067,0.24358974358974358,CCC1(C)CC(CCNCc2ccc(OC)c(OC)c2)(c2ccc(C)cc2)CCO1,COc1ccccc1OCCNCC1CSC(c2ccccc2)(c2ccccc2)O1
